Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
No,1,No,No,DSL,Yes,No,Month-to-month,Yes,49.65,Yes
No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.0,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,78.95,Yes
No,26,No,No,DSL,No,Yes,One year,No,59.45,No
Yes,25,Yes,Yes,DSL,Yes,No,One year,Yes,61.6,No
No,1,No,No,DSL,No,No,Month-to-month,No,44.0,No
Yes,67,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.2,No
Yes,35,No,No,DSL,No,Yes,One year,Yes,73.45,No
No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.35,No
No,4,No,Yes,Fiber optic,No,No,Month-to-month,No,77.95,Yes
No,34,Yes,Yes,DSL,No,No,One year,No,64.35,No
No,71,No,Yes,Fiber optic,Yes,No,One year,Yes,105.7,No
No,28,No,No,Fiber optic,No,Yes,Month-to-month,No,76.55,No
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,No
No,43,No,No,Fiber optic,No,No,Month-to-month,Yes,75.35,No
No,10,No,No,DSL,Yes,Yes,Month-to-month,No,54.25,No
No,57,Yes,Yes,DSL,No,Yes,Two year,Yes,59.75,No
Yes,34,Yes,No,DSL,No,No,One year,No,30.4,No
No,6,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,No
No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,No
Yes,70,Yes,No,DSL,No,Yes,Two year,No,75.35,No
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,91.1,Yes
No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,Yes
Yes,56,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.45,No
Yes,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.45,No
Yes,67,Yes,Yes,DSL,No,No,Two year,No,36.15,No
Yes,38,Yes,Yes,DSL,Yes,Yes,One year,No,74.05,No
Yes,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,No
No,43,Yes,No,Fiber optic,No,No,Month-to-month,Yes,75.2,Yes
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.55,No
No,53,No,No,DSL,Yes,Yes,One year,No,54.9,No
No,15,No,No,Fiber optic,Yes,No,Month-to-month,No,85.3,No
No,9,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.85,Yes
No,51,Yes,Yes,DSL,No,Yes,One year,Yes,60.5,No
Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,No
No,56,No,No,Fiber optic,Yes,Yes,Two year,No,103.2,No
Yes,44,No,Yes,Fiber optic,Yes,No,One year,No,94.4,No
No,3,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.1,Yes
No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.9,Yes
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,75.8,Yes
No,5,No,No,DSL,No,No,Month-to-month,No,45.7,Yes
No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,97.65,No
No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,Yes
Yes,16,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,112.95,No
No,9,No,No,DSL,No,No,Month-to-month,No,59.9,No
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.2,Yes
No,46,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,No
No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.55,No
No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,89.05,No
Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No
No,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,No
Yes,59,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,96.65,No
No,30,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.65,Yes
No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No
Yes,61,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.15,Yes
Yes,17,No,No,Fiber optic,Yes,No,Month-to-month,No,88.25,Yes
No,72,Yes,No,Fiber optic,No,No,Two year,No,80.45,No
No,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
No,53,No,No,Fiber optic,Yes,No,One year,Yes,94.85,Yes
Yes,49,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,107.95,Yes
No,11,No,No,DSL,Yes,Yes,One year,No,53.8,No
No,62,Yes,Yes,DSL,No,No,One year,Yes,74.3,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.85,Yes
Yes,66,Yes,Yes,DSL,Yes,Yes,Two year,No,79.4,Yes
No,17,No,No,Fiber optic,No,No,Month-to-month,No,92.6,No
No,29,Yes,Yes,DSL,No,Yes,One year,No,39.5,No
No,1,No,No,DSL,No,No,Month-to-month,No,25.25,No
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,111.65,No
No,3,No,Yes,Fiber optic,No,No,Month-to-month,Yes,81.35,Yes
Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.5,No
No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.75,No
No,13,No,No,Fiber optic,Yes,No,Month-to-month,Yes,96.85,No
No,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,111.25,No
Yes,67,No,Yes,Fiber optic,No,Yes,One year,Yes,106.6,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,Yes
Yes,30,No,No,Fiber optic,No,No,Month-to-month,No,85.45,No
No,4,No,No,DSL,No,No,Month-to-month,Yes,56.4,No
Yes,52,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No
Yes,2,Yes,No,DSL,No,No,Month-to-month,Yes,61.2,No
No,40,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,No
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No
No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,No
No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,78.8,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,72.1,No
No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,Yes
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.45,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.65,Yes
No,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.6,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.3,No
Yes,21,Yes,No,DSL,Yes,No,One year,No,64.85,No
Yes,58,Yes,No,DSL,Yes,Yes,Two year,No,59.75,No
No,47,Yes,Yes,DSL,No,Yes,One year,No,39.65,No
No,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.75,No
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,No
Yes,29,Yes,Yes,DSL,Yes,Yes,One year,Yes,55.35,No
No,10,No,No,DSL,Yes,No,Month-to-month,No,29.5,Yes
Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.95,No
No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,84.5,No
No,2,No,No,DSL,No,No,Month-to-month,Yes,45.25,Yes
Yes,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,No
No,41,Yes,Yes,Fiber optic,Yes,No,One year,Yes,104.45,No
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.9,No
Yes,52,No,No,DSL,Yes,No,One year,Yes,50.95,No
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,83.3,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,77.15,Yes
No,27,No,Yes,DSL,Yes,Yes,One year,No,78.2,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.45,No
No,34,No,No,Fiber optic,No,No,Month-to-month,No,69.15,No
No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.85,No
No,71,No,Yes,Fiber optic,Yes,Yes,One year,Yes,113.15,No
Yes,14,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.5,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.7,Yes
No,6,No,No,DSL,No,No,Month-to-month,No,50.35,No
Yes,14,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No
Yes,40,Yes,Yes,DSL,No,Yes,One year,No,40.25,No
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,85.1,Yes
No,69,Yes,Yes,DSL,Yes,Yes,Two year,No,90.65,No
No,2,No,No,DSL,No,No,Month-to-month,No,44.6,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,Yes
No,69,No,No,Fiber optic,Yes,Yes,Two year,No,104.0,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,79.7,Yes
No,61,No,No,Fiber optic,Yes,Yes,One year,Yes,103.3,No
No,33,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.6,Yes
No,20,Yes,No,DSL,No,Yes,One year,No,54.0,No
No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,54.3,No
Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No
No,13,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.8,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.0,No
Yes,67,Yes,No,DSL,No,No,Two year,No,50.9,No
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,No
Yes,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.45,No
No,50,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.05,Yes
No,42,No,No,DSL,Yes,No,Month-to-month,No,55.65,No
Yes,69,Yes,Yes,DSL,Yes,Yes,Two year,No,46.25,No
No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No
No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.0,Yes
No,15,No,No,Fiber optic,No,No,Month-to-month,No,88.15,Yes
No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,Yes
No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,96.2,Yes
No,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.85,Yes
No,59,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,106.75,Yes
Yes,71,No,Yes,Fiber optic,No,Yes,Two year,Yes,84.8,No
Yes,3,Yes,No,DSL,No,No,Month-to-month,No,29.7,Yes
No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No
No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.1,No
Yes,5,No,No,DSL,No,Yes,Month-to-month,Yes,51.0,No
No,35,Yes,No,DSL,Yes,No,One year,No,53.15,No
No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,No
No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,No
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,No
No,48,No,Yes,Fiber optic,Yes,No,Two year,Yes,108.1,No
No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,92.9,No
Yes,48,No,Yes,DSL,No,No,One year,No,29.9,No
Yes,30,Yes,No,DSL,No,Yes,Month-to-month,No,66.3,No
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,No
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,74.05,No
Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.4,Yes
No,43,No,No,Fiber optic,No,No,One year,No,94.35,No
No,8,Yes,No,DSL,Yes,No,Month-to-month,Yes,66.7,No
Yes,31,Yes,No,Fiber optic,Yes,No,One year,No,98.05,No
Yes,64,Yes,Yes,Fiber optic,No,Yes,Two year,No,110.3,No
Yes,24,Yes,Yes,DSL,Yes,No,One year,No,57.6,No
No,66,Yes,No,DSL,Yes,Yes,Two year,Yes,61.35,No
Yes,54,No,No,DSL,Yes,No,Two year,No,63.35,No
No,60,Yes,No,DSL,Yes,No,Two year,No,53.6,No
Yes,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.9,Yes
No,54,Yes,Yes,DSL,No,Yes,One year,No,82.45,Yes
Yes,41,No,No,Fiber optic,Yes,Yes,One year,Yes,102.6,Yes
No,5,Yes,Yes,Fiber optic,No,No,Month-to-month,No,80.7,No
No,51,No,Yes,DSL,No,No,Month-to-month,Yes,30.05,No
No,64,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,108.95,No
No,64,Yes,Yes,DSL,Yes,Yes,Two year,Yes,74.35,No
No,54,No,No,DSL,No,No,One year,Yes,70.15,Yes
No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.4,No
Yes,47,No,Yes,DSL,No,No,Month-to-month,No,54.25,No
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,Yes
No,11,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,60.9,No
No,18,Yes,Yes,DSL,No,Yes,One year,Yes,40.2,No
Yes,68,No,Yes,DSL,Yes,Yes,Two year,No,85.3,No
No,6,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.1,No
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,Yes
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,79.2,No
No,35,Yes,Yes,DSL,Yes,No,Month-to-month,No,60.55,No
No,10,No,No,DSL,Yes,No,Month-to-month,Yes,67.8,No
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,78.75,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,Yes
No,9,No,No,DSL,No,No,Month-to-month,No,44.95,Yes
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.45,Yes
No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.0,No
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,No
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,90.8,Yes
No,32,No,Yes,Fiber optic,Yes,No,Month-to-month,No,106.35,Yes
No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.25,Yes
No,1,Yes,No,DSL,No,No,Month-to-month,Yes,49.8,No
Yes,69,No,Yes,Fiber optic,No,Yes,Two year,Yes,93.3,No
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.85,Yes
No,71,Yes,Yes,Fiber optic,No,No,One year,No,95.65,No
No,5,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.75,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,No
No,4,No,No,DSL,No,No,Month-to-month,No,45.65,Yes
No,6,No,No,DSL,No,Yes,Month-to-month,Yes,50.8,Yes
No,28,No,Yes,DSL,No,Yes,Month-to-month,No,54.65,No
No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.25,Yes
No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
No,69,No,Yes,Fiber optic,No,Yes,Two year,No,105.4,No
Yes,68,Yes,No,Fiber optic,Yes,No,Two year,No,80.35,No
No,18,No,No,DSL,Yes,Yes,One year,Yes,82.0,Yes
No,16,No,No,Fiber optic,No,Yes,Month-to-month,Yes,89.05,Yes
Yes,44,No,Yes,DSL,No,No,One year,Yes,77.55,No
Yes,29,Yes,No,DSL,No,Yes,One year,No,69.05,No
No,39,No,No,Fiber optic,No,No,Month-to-month,Yes,95.65,Yes
No,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.5,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,94.0,Yes
No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.05,No
Yes,55,Yes,No,DSL,No,No,One year,No,59.45,No
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.75,No
Yes,58,No,No,Fiber optic,Yes,Yes,One year,Yes,105.05,No
No,1,No,No,DSL,Yes,Yes,Month-to-month,Yes,75.5,No
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,96.7,Yes
No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,88.8,No
Yes,67,No,Yes,Fiber optic,No,Yes,Two year,No,94.1,No
Yes,66,Yes,Yes,Fiber optic,No,Yes,One year,Yes,110.6,No
Yes,53,Yes,No,DSL,No,Yes,Month-to-month,No,71.85,No
No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,No
No,49,Yes,Yes,DSL,Yes,Yes,Two year,No,67.4,No
No,39,No,No,DSL,No,Yes,Two year,Yes,53.85,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,Yes
Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,80.15,No
Yes,18,No,No,DSL,No,No,Month-to-month,No,55.95,No
Yes,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.95,No
Yes,55,No,No,Fiber optic,No,No,Month-to-month,No,85.5,No
No,46,No,No,DSL,No,No,Month-to-month,No,44.95,No
No,65,Yes,No,DSL,Yes,No,Month-to-month,Yes,55.15,No
No,61,No,Yes,Fiber optic,No,Yes,Two year,Yes,94.1,Yes
Yes,7,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,No
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
Yes,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,93.25,No
No,45,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.3,Yes
No,41,No,No,DSL,Yes,No,One year,No,65.0,No
No,48,Yes,Yes,DSL,Yes,No,One year,Yes,83.45,No
No,15,No,No,DSL,No,No,Month-to-month,Yes,48.8,No
No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.5,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,No,80.5,Yes
No,1,Yes,No,DSL,No,No,Month-to-month,Yes,48.6,Yes
Yes,70,Yes,No,DSL,No,Yes,Two year,Yes,80.6,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,No
Yes,14,Yes,Yes,DSL,Yes,Yes,Two year,No,76.1,No
Yes,28,No,Yes,DSL,No,No,One year,Yes,39.1,No
Yes,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,No
No,10,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.85,Yes
No,60,No,Yes,DSL,No,No,Two year,Yes,49.45,No
Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,No
Yes,17,Yes,No,DSL,No,No,Month-to-month,Yes,50.3,No
Yes,19,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.85,No
No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,No
No,67,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,105.4,No
Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,58.65,No
Yes,58,No,No,Fiber optic,No,No,Two year,No,82.5,No
No,68,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.9,No
Yes,26,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,105.45,No
No,36,No,No,DSL,Yes,No,One year,No,55.8,No
Yes,34,No,No,Fiber optic,Yes,No,Month-to-month,No,87.45,Yes
Yes,60,Yes,No,Fiber optic,Yes,No,One year,Yes,95.4,No
Yes,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.3,No
No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,84.1,No
Yes,72,Yes,No,DSL,Yes,Yes,Two year,No,84.7,No
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.75,No
No,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.6,No
Yes,18,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,87.9,No
Yes,38,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.45,No
No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.3,Yes
No,67,Yes,No,DSL,No,Yes,Two year,No,43.9,No
Yes,43,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,110.75,Yes
No,69,Yes,Yes,Fiber optic,No,Yes,One year,Yes,106.4,No
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,73.85,No
No,47,Yes,No,DSL,Yes,Yes,Two year,No,41.9,No
No,3,No,No,DSL,No,Yes,Month-to-month,Yes,63.6,Yes
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,100.2,No
No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.55,Yes
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
Yes,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.85,No
No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.45,No
No,53,No,Yes,Fiber optic,Yes,Yes,One year,Yes,111.8,No
No,64,No,Yes,Fiber optic,No,Yes,One year,Yes,105.65,Yes
No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.8,No
No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.75,No
Yes,28,No,No,Fiber optic,No,No,One year,Yes,70.4,No
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.9,Yes
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,Yes
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,89.75,No
No,70,Yes,No,DSL,Yes,Yes,Two year,Yes,74.8,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,92.4,No
No,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.7,No
No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.65,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.1,Yes
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.0,No
No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No
Yes,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.2,No
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,No
No,1,No,No,DSL,No,No,Month-to-month,No,45.15,Yes
